variant_id,character_id,character_name,skin_id,skin_name,element_type,weapon_type,rarity,embedding
10000021_202101_火,10000021,安柏,202101,100%侦察骑士,火,弓,4,aaDLPTK0Cb0loMi9jA3XPf18kb0MlOM9zm0qPb0zxL2KV5s9UYXrvH09Cb0vBYM7HnKCPa+RED5tu++9zljBPQq8MbtO8cY99hkwvdRxsD3l0Se9EpKFvfP0iD1w4Z69IOxhPfmGE71WwqO9KkYpPbXMWD0J4UE93Zi2PdX9Hj49Eoe9sn3OukDB772iRuK90+mWvWJtTj2Kqwk9xos8PFyrj7zXxsQ77dkoPdEo97xZdzO96Y8Avtimlz2b7Ju9vgqJPfnkajzwVp89T175PFFRDb3SJR89f33pvFpXyr3Xzb88eUOlvdF6gb0GVJe9Yg8wvS60wb0TaR08BCTgvTCNLj0aThi9xeYKvW+9iz0zxVu92yBqPTS7yzvNoRg+R1HZvUxuBbysHXS9TMRtvb9yZzzoghK8rFkiPcordL2TQEA9R1GlPXnDcj34ihu9ZJOFPWw4Db448IY8lMI3vHJ6lDyNfr89LKWqvbDDtr2rSK27di2tPAvloD0nYMC9nKNeu9S+Sj0ybwQ97bfkvKo8+rxxbSq9gF+UPKJ3JLz/w6i8zjPEu8yKbj1uVj+9lhK2Pf0WpDyh1IS9YF+FvaeH57wfeye7dQ6yvYh3p7waBMG72UUkvQLYwr0jFP08uncXvcvPL733wiG+lm6NPTPal73GusW9efWovWApB72TQq69aw8RPUsZxb0FGX49vXm0vAVChjzV1+A8v33AvZ6k7bvInsk9FB6mvB8AFj23Wpc6X67Fu2O62j21v4899cwyvWYnDD0PWIU8nvXkPWGRfj3dhZ29w9wQPSTFsTxc9IW8joeiPQWMhL0BR7k9Z7fxurm1jr3YrGI9C3NbPblMU7yh14M8n2yavEklizypHS88hUKvvMH4gDw0ZzO9um1GPBDHED34Cpu9krnrvUEbqrwKrnO7BPoovVWuvL10b5g9+4S1uxthuzt6VAo9mA0XOj5erz2YApY836dkPWozoD39Jdu8j9lFPSGi6Tyk5AE9dZKDPdvAez2qYiw+QbbIu6+QdTwd6CY+y0ZTuXw8ibzRYNi8VIKRvQCjnTw9yQY9U9PfvI/mUTywhzw8qpODvEbwor3IQlo8DpMjPXi09z3cE888aquovOBmsD0I6um7ZxErPdDJTL0Ssxm9/76dvE8pBb36bi88rqKxvJhA37zhRU495fOHvZvBUL1EwbE9aCV2PVwlEb2jzyY9YKvouxeHuDum0Do90OBTPX79wr1AQ6m7nIivPTO53jz/nJQ6pnYeva33qj15C/k9kQXJu6MmRjx4Kqu8CWmOPe+v6b3CKEM9fdShvLkHrT0Kgyk82YCCvSvqwT2f3JG9oqShPfl7Mr2daoA9XOM6vQ==
10000022_202200_风,10000022,温迪,202200,青风结诗,风,弓,5,JP68PcKr6rzyjny8UvJ5vZWUgr0h5uA98N8UPQ9XWz0JzlQ9uIuTPZlsQTx5dqI74hNaPYlS7TyGbJ29XAuxPTho9L3zCzm9aq7rPT8yBj03SsS96GPqPA4nSDz9oQq8Yo0RPUATEb3zcmK8p/+4PPDgdzymZQo9OhVNvWpQwD3icKq9ZK6rPds2cb3nYKa9TuSmPYzjnj2CfAM9F1a4PRpBmj0CANI8augpvQHp0jzFTmQ9DCBTvEBUSD0HDN28HIIyPJYCrrydjos9PlrZvI3aG71ApZa9jHl7PYCXTr1FIR28soo8vcx/qLyMn907RXoSva/PnL3bZ+O9ZZ5yvT/rN734XZ+9QWe0PGoEKDsTiXK9cjT0vOb7Gj11T9k9caiWPfhDijx4YlK9iuwMvbWXAb5sL/y8LIrlvLqHCT241+s9Phm0vGtGWr2APpy9AKzfvDauc70UzYI894NmvLIuYL33HA09Zy3XvYGXAT0Ye3c9SlvBvZhu7jzh3V29x3obPl2zHT1P9Zc92JDrO8qoELypXOW9/M+3vDdokjxDWzm7xNmhPXkH1D0zmEm91v6vPV/p2Dx15Yg86O+KO2LK7jyCMza9/lgGPpAn6LqDbK09tX45PZCpir2mNkW97STevb+yGTy1aZQ7QbhrPajx2zk4W6+9OXrpPeCjsD3LxY29p4HrPEFYb7yP7pS8X8tRvR+CTT2InQ69JXxPPY2dkz28yvA8JhaSPCzV6D39s6u9Zcg3vRWM3TxEb9s9MZ06vHEqsT1qPpE9yBrFPcAKuL2jn0g8QRwGPmBvujwVw4w9Ym+3PSVCDz3GT4o9YR0KPWGkrr3D0KG9qAWQPQWarb0mbdO92WrxvNQSBT2zEji94BhFPa/eMDx0NAU9XrKNPdyFFrz7oY686nqEvQZvgD3bOuo9jFEJu10iIrxLQ0694PjgPY8sRDsaarY8+B60PXxZfz2kpxg6+nF4PN5lA73byUu6L/GyPJk9ADzcW428lbIfPQEd4jojECk568YPvSjB/rwZiVs7DwEKvcawpjw7QVq9i4dcvTcMpb0fSes8sbSsPfsKsL1q8h69m4LwvEDfgbx+kfc95IGRvBVHTb1ghME9yvSXvSIy0T1SIWM90QIwOjlAgL3k85C7NXoHvaDYG71PUh89E2pavcpWSb0CAjG9bhQzvYZieTpD4fc9AXvVPewqn7zOfNi8brlEvVsqhr3mu7Q8ivslPLNTDD1sxzc+CamVPc+Clj21SIc9g8AwvSgkCD6dqZ49SvfMPKn3jT055P88wbZkPbR7Dr0sc2A9EyJUvLGQ7L00xFI9pRDCvdUuyD1yaRK92MzPvSzoEr5bp2C9kgNqvQ==
10000023_202300_火,10000023,香菱,202300,椒红姜黄,火,长柄武器,4,ZngQPm0OAL2G3KW9N/7kugCgT73v+hI9eB/SvB7xkj212fQ8K0tmPaI+6b3Gche8bdDXPPSclz3m0sW93sCYPE1SoDv26AM8Eb6WPYRKMT2exCc8RmeXu2isUrtTYv+89fAMPlPfn72l7yO8XS2ePPt5fL38Mrs9dLOqvPhXoj0KIue7nM+GPVXIK72rAJe9aP+Lvd1hwDyej6Y9psoYPUItzLzdHwy8o6IQPuocNrsT6no9iE27vVAx+jxfpJa9g6mePKETmzxcswk9kDmePMJvCb1WxYw8quQGPe2v0L2Y2YQ6jtqBvXh5dL3SM4K9fQvBPD/+0rxJ1b09XpE0vRyUDL18Dkq9l9vfPG7NpT0GWV69fsqgPXLqMD1aL889ftMVPD7o2bx78Ri+o3iwO8/uKznjbFI9Bg4+PbVpoTw1P5w9tNK4uggBWT26dZy9brRlPFfE7b0+F/U8n1jYuzmPmTywUKw96cLIvYhddz324PY8OUWovTWmBD1mLvW9HZFWPbb8n7s3BDA9CBgSOyUzhL1Q3ck84g8Gvh7KUr1ll5w9u6UDPhh5TT2YXJq9JXInPoN3Sb3G8im9TCggvXVrvzykcLK7u/azu16NZDyl0pi9j6kavdvz3b3a8648gVHovdycjL0RT4O9+J65vON0r7z9Bqq9dP0RPRbU0zuyfIu93qhJvaYaK709A3q9MhwmvuRYdj2PpWE9UcS+PJZunb3Ht949E4LIvUgGiLwknLm9MbTZO8xwJz5RvBA+WIKVvZ6Klb15c7k8/hYKPKOIHTxftZW8gxKePLXkTj3xCKo8iHocO4xXDj0j6Zc9qlkiPREJFb3j2tM9g7IVPeHWIL1tTRG98vXuPL0QhL3bIH69nIdUvFQr1TxBpeG6KBu/vTxVo71tINe8OsDjvYM2kLwJKTG9K83WvPcxA74VvYa9CYkjPFYNyDu/mI67Zf6NPWV08D0UmHs9lm6sPCS9trxXJhK9WdubPB0Pxjz805o9paadvNf9hD3eWww+b7rwubFrzL181CY+Zuo7vYkGlTwXT0q8YceKvfmHuLyhTnM9cfScPU1WhL04lJU9qQnJPD6xsL3iy5a98NuLPfGVhL1ncFm7+UZQvagukD1erKY9m8v8PFAJdLsiUgo92tKmvX4pMz0kj0k9S8xNPV8TbbxhoAg9TZcKvbFJ9b0Co3M9hsCDPeTMuLyChnO9is9cPWwSfb0V+h89hUwnPLFFeT3Uios986sJPevNuTxoWFC85EjMu4wyTD1NoUU9Lc+NOwnbjjxDtS69UBkRPWV6tb2i4E89PG1nvG6yJ70AyIY8LPOyvc+2bT3G5Ge95e2ZvXjHg73NDqa8/0umvQ==
10000023_202301_火,10000023,香菱,202301,岁夜欢哗,火,长柄武器,4,cYH9PH2GGj1lDMi9jhStvA6pEr0twy09mtn8uVS8VDy7LyS9jvmBvblMd7037GG9C3TRPTVycz2JHtW6Ib3ePD7T3jodJcq5B+U+u2Wcnj3G3iI8SuZUvL6csrvgJgq9lrJ5Pcnft72JuwQ8luPAu3+Rxb3oUJk9LwyBvCtIdD3J5729hzhevVo5sL1YUAO9Bbevva6vcTwJkmE9F6wJvKIDnjwXBQi93YOaPfxBpzxJW368J7xXu/nICj3l+7K9Lo0wvXX8Nj09xpI8ysWcPaES+rxOy8E9mIkIvIwfAb7Guok9GYD3venWw73xD1u9MOEwPTREn71DTCs9pLivvaKb/zxXNhc9BcAlPa5zvT0fDQm9q7coPb0tOT0XKTc9vfayvapWcjr3dAu+utmKvEPktj2NxW29wjihveEFXjuYCOk8o7IvvF9X2jt+Zhy8F/cNPrGEabyLMpo9klJBvWtHhb2XLiY+FlAgPQQ9Obw5dZg8ITdpPFkl2LxUZA2+AIo2vfxE4L2+zso8l2hMPcDjxrxETCQ8nihkPBkz4T04XH89qJaRPSDj3jwuppu9vy70PUWCdr0bDwk7gMJLvYPxh7kCpY29obpxPd6QiD1/A4i9jwS2u2nTf73GRY09XRTAO3oOLL3lLHW7aLxQvfDd2r2zkYG91m8BPZoJT7xsxqG810sCvfmSbj0beIa80i8iPKcaiD1KXOo9o08+PYsDDr5oqMM9Yxmtvcjlir3GH469oriBPEA1Yz5bFuQ9t2iWO7Z9kb32f209NO6UPVxzmD0+XME808MVPW/jnz03qIg8NKxhPB6giry+bus7x0GPPVq/6r0VpBs7Oyh6PZYM8714U8m8DSzwPcgKgr3ul969jYsquyOtML1fde28n4f2O6vmxr0vrIm9D0PNvT1MoztQIgI7yPPjvDrUzL2ZJ5C9p4bnuyLnRL0Tnjo9o9s5vScyVj5NfW28pgOLPS1dyjiyVMu8e+iAPMpJpTtKw4E7WxPUPbxkcz1Q0ws+eaz1PDcqUL2Dt+Q9w5wgvBeHXr277YW7goUiPdI2tbwwxeU9HGHaPMzldLzqEW49MVI6PelzgL0XLXG9OXmGvHJx47zjt3g9oCm7vQ43gT3a2sg8LFKFPW+c9DxCFD68jhDtvVbaabyv8jy9PSRjPeSLWr2wWxs9nyCNPHPOwLzJx7I98UtdPMh4QD1JjUQ9L7ItPYK3cr3MdRM9kYY8vccl+jw2Uzw9CGPJPCnzWzzb6Rc9BJY4vTF8Dr01J4A9cPuJPZu29bz9qMk8lULTPHjXN70r3pW9F7zfvcuYXLyVsWE8jE98vZ4AmD0XNBY8N2LyvH7ysrzfy0G9qYCovQ==
10000024_202400_雷,10000024,北斗,202400,赫浪连涛,雷,双手剑,4,vZBfPe1TCDxEiZe9+uSEPcexa71VurE8wJN4vVp/eT2axY09Q7UuvSj/ub25HWA9yK7Ju4CiSz0Xg4u9AociPsl83rzeZxI9OHvAPMMhPz1GGbW9SA7JvTigKrwTDJA81Sb+PGmcfr28tYI8Iq1JPBB5pLztI2Q9ZMRBPVJo4j3vhNa9l4AUPS89QL1dHGC9ikKYvLXfdj182oS9olfLPZ/Tq7wODYo9w+gEPhFFgrwaYcq8TGiYvIA7ED7asx694qsePKB0lD1Du+A9Iv2zvK2by71srxg7O6F+PQHJlb1xiZM9heoJvukClzwqfmW9aAZlPF2S2jz/gVW9OeMWO6LhBT7d7oS90shEvYgtjTwe1ue9PFhkPctIjT0G2yw+iM8DPOU4JT0ClAW+L9zxO9UHFL3Fuho9hEKDPCCiSz3WPEK7XuPcPbids7xFlT67V7J0O/GFlL1PnkE9jMn4vGQzQL2swAQ+o64JO0eJcr2/rpW97oOpvI8urj1jZo29w0TJPfKtOr3F/f88d5hiPeiEvr3gwFc9UOUWPH9Wsb2KH2a91GiTPCxUKT3NTX+9cg8tPXkBpDr62Qu967vPvQYA4Lx20kq9vq3TvH/zlr1zb3e9tFN7vQZcjDtvLbi7u4TnvcPh3DzcpAS9+wm7Pdoqeb3thuy9KlMWvcqpJz09qbu9KZCaPC3w6zxH6V89yQN8PHYxGj01B3u7Y8JxvQHXYL1sAxQ9wlSFvYsWoD1cjGy9mpe2O27XuzwLExA+ixMuPTz7grzG+LE9hBbPPZbgQrumS4q9OsWWPT/P6DxKpB09IUIwPKL/q71Y/dM9JuW/PEGCq715j+A9EG2VPedFwTxw+Rk8v+zKvBVU+rzriYG9SVG0PDy8pL3zA3U8AT9VvYeHl72nVV49jMMivjFTWjs+s9i89euNvQJmFr47Ph29jbwLPXu9m7y+PU09m7/bPC72yzwLktq8KcCCPfZS6D0OI/y8i8+fPXBegz1WSd66My2bPTexvz2K/cI99txEvNUs/7zbLL49zcODPRpcaL3M3hs9eXmzPOrIsLy6cSq8npCjPSND9LuU3T69pvUpvYkEqbw9UJq6VvtmPWbFKL1HDOI84e8wvdhs2j1NBwQ+q+mCvAvKIT3G7wG+kW3/O0gXoDjvfVA9tTJOvFBG5zuO4z+9ABtnOZicdjttVSM9dnYgPpkUP73DZjE97JsYvcDKbr1LbC+72T0KPGdhub1l2g29XzAiPBy1KD0paXG9YMEbvU3zEj33gEI9IazcvcqcFrxzjRW9N7JIvBhBVz0Bf4w8b2o6PdYOY7ypsLo8AFi2vXN32D1MZZY8/cAZvO9Iz7vIqYo9r26BvQ==
10000025_202500_水,10000025,行秋,202500,锦钰兰衫,水,单手剑,4,xzTWPTYhHrs1ciq6HCRIPTzNx7xDdJA96qUxvIJplb2QKHA9NbGVvCqKuzzqYCk84EtpPOueVT2wYQe8hEsiPc57rLzIyis9hWO+vGUXCz5kaSe8ZSGPvRtXGTxjVSI8oXqfPWZHFbyYaD29OJhpveqoYb3rGI49uRgeOgg4Bj4ngqe9o2ifvHv5lL31tgS9BvXUPDrhnz2YhjC8/FpNPbi2m7vT0x+9jcbdPaB3Pj22FfQ9K1GIvBTxTj0gjPu9WEiZPSc/Dj1MP8w9rB3vvEw0urzEb2k94uVgvARMWL0llT88TkKGvPAv9L2/HFw9QWu9vZc1Xz13uRE+iEGMvU1WGz0Sqx+9eGxqO6TA9DwsarA8VfACPQorIz276AU+A7JvvdSnFDzbWB2+NNUsPfEOgL1lnkq82/bZPUvbBT3QnTU9VCLDvNnogr28vzm9++1WPePAAr7x5zK9R5nAPRs0Oz1n/0w93t3fPFK1c72ixig9VL/jvdjngD2wEGo9SoS1Ov0QpDyWxuE8+jnbuwDh7byQvqK9Ke8NvoHCej3n+oA6D++fPDghEr0TXcu8aJVLPDGCOr28eTW9LUjsvMwmiLyU7a09Dq5XvUNuHb3jlXS8Mja9vDD4YL1+m1M9l/9/vJCVuj0fDM28dyp7PaExlr2IGp880wKgPcyePb116mq9bB2ZvBeSAzxCGv29E+9kvSZjlj3+QoA8nerRvMtIj70s+wg+TdELPVA0uT0Nelu8cdZAvaSSzz0WQIm8Qx6mvWnDEzwZBIA92IalPQygUD3j3OG8Sr4RPTFCBbztTVc9D76ePXQVg7uzcTI95YM4vDhreDsGpUU8eRyVPbUOc70BS8M8nv1MvZqowT0NFwM8joYsvEw9yz2I5Ko7Kb0dvQtJXr1FKb29Q7IsvoQFyL3kpLi5t3jVPVG4dL1729U8zF0nva8/Mj0FeMG9wYsRPbJyKj19DKc9A5eLPT3WT72G+Qi9VFx/PYSEHr1PAyS9k5v/O+qMob3Q4ak9z1thvfzY0jrhPMQ9q9WWvIyl8LybCD697i+HvXqVZr0t/Po87Qfdujqcrz1a4P66uO4ovQS8IL7I2/e8eBcMPjEhuD32OJw5P0iQvUX8kD3Nk6O8yS7QO2JGDb0KiCc+W+MnPfM2zDxuG1E924b9vFpC3r0dK0Q8cZoVvFCEnL0ZHNE9/WysPeGnCzwD0o89PExpPVnQl7sgW0I+C7a6PQe6NztTpws9aEq9PXz0Dz6Z7Ia8/ZndvCYh0T3Mlwa84IC5PP+qW7zpCIy7m3sbPWDAIL2czcU8+hY0PEUrlLzK8yU9UDOvOmb957yKdLC9fhy3PBeOlL3AmKy8nJ0HPA==
10000025_202501_水,10000025,行秋,202501,雨化竹身,水,单手剑,4,XyT+PSvudjzdGYU9aFpzPf8s5Ty2IB84teBZvS4KU71fz5I8MruOPR1JU73vQ4O8b5FBOhVwcr3FNDq8LOqhPHQmcrxLPLY9eGjuvUx3Ybut0w091KGjvDM0gT1J+0u9SOAXPWcCmT364h29vUgSvJeevLuYi0Q9U3TxvWtJqT1VU9E7RHJdPU4Li71ZAsw8awkRPh1SGj0zV7i9jJwpPTFLFT5t+aq9/B8QPl8L9D3Sy/w9CtNGvSOGej2w4TK9wCQMPsjUDD0GkFQ9EvP0vA+aQLul2u28AVPiPaqHBb5yD7O9+9h/vJZ37r3UeqI9041OPcIUkz1BmRc+mrK8PEBKBzuM8MS8VW/wPH9ERr0cvZi9bzJtPXnvij01Cvc9kGEtPX2WMT3A0xC+Vl4TvWWcXjy9gwa8DtWOPb6Ylj3Z9u2862sRPRfdvb35kxA9s6acvMmWWLzWCai92IqcPR/YrDwvBvg814UevI9PYzwDlpw9hImHvZAvcrviL5M8JoUBvZPwOTyEMbs8VUcHvZ6JSzyU21q9O102vustwruQL9o7xZd7PfdApr0awhm+iP9SPa2dbb3LTw095YKIvHWgKryfrlO90HjyPBYxAD1bdHY9a2wZPb6Mir2qpkw9xLYJvgIc0j3cJK474piWPCEzuDzzllE9l8wLveKypTscxgq+QGSEvQqsYb17fNm9D2fLvacv0D1qxqU7+ISdPTY7Cb1CkPs8K2hyPQMhRj2kqpS9z0FKvJdT67wGCws9QzmsvQMGmr2UHIE9ajRDO2RYSryI0gw9R/nWPf4naL0Aiks9wi3Zu7hyAT4cscA9FYkyuPalBT0y+BG9QTDmPQV/97xyUdc8Zhm3PAAXGr0X6yy8N3XePeZuqz37j+s7rW8UvWFqaL02KtA6yka8va89zL2BPXy7Bq8svB3GzLrSqsM8svpsPXnddz1Xe8u9QEQBPZeomTxULeC8wCiBvN1/Hj3/L7k7Pjp8PVo+ob0yYAq9aAEovajeo71ueGI8kPM7vbM85byxe5Y9sLhvOkMagzzAJ2o8BaDTvM668LrV9Qo8InOVvPerMb3qSqo8t0VivKrxyr1yE+s7OLpzPT19hj0et0o6TpUHvYFUhT01CE891INLPTN5Xj0SKRc9nDuCvVaoZT1Pdpo8HOitvOSppb0Isis9ZPf4vAityb2RqOe8TeBfPYHp1D10n129U1mlPH5CaTyj3PA9BUyzPGB9rDwTays9BcUJPcBp3D2gfgC8nhrZu/eClzzx4ng7xR1hPZO9ID1iBpi9roS5vTyqdjs2oek8Ua8aPdp5lDup35s9q3JPvU7GUL1xsTI9zxa9PF+bK75jnQe8KT2tvQ==
10000026_202600_风,10000026,魈,202600,千秋竞岁,风,长柄武器,5,FXOqPVLRor0KBt68O97/OrQvdjxjm2Q92EQzPUkOAz1UjvG64PxqPeJH9Du33kS2M7eWPWDO0T2N8Ke8q1rnPB4dML38xdq9mjzYPObn2DvXNnC9naKhPBFJjTv0IDg7uzqlPX79KL2nifu8YQP1PeWYo7155fs75QB9vS3JhD06Aga9sd0tPRzUh722yV28jbSFvG5KpD0TnDK8ZGAYO/itGz1Z8Xa871U/PXXMgD0bf+c9m1y5vWNFaz1Em5C9LHGGvVHryLwo56w9a4HPPOo9s70SEyw9yO1DPNhsBL3gtzU8XJE3O4hcQb77FDK8N3qcvRZqLzxvolC9gvGvvPTEwb2HFfC9uRGGu2d0pD0mRSW+zipXPdsSbD0Y0Ew9st0gPIiwY73ebZK9/zUXvc+8NL2pKu68xN0MO99NHDuJF8U9V6HHvY70A72fbzq6wlw0PGOxxr2jQ7a7aBvwukpEzb3y9b668Le9vcmwWD1vJnY9eso9vWSoqz0vf8689uKgPbug0ryj/uq894gevayYYTlklO69BNbGPAxh/Tvw+wu9Y04kPdy1Hz3LKtA8vrwcPuRgW7z5x7U8xBjuPHPwVz0qqmw7OfwMPqatgjr8Ubw7rikCvZ2+P77APpI9vtbMvRw4RL2voFU9noLjvHpLrb3CFp+9T6KfPCbQvzzWoKi9t1SpvaYdjDx8EfS9P4StveVm3z1+11K9E4WmPfeLGj1PDAY9IcUkun0XyT0Dh1w8j/6gvL6u1Tt13NI9N6oJvVQHqzwMRNQ90eg1PWUHtr227+88SSoJPhEs4jq4u5M9Pc03vAfWqDw4rJQ9ISkcPenVoL0AecO98GSyPVTK6r3cxEu962ClvThBP7p/5ba84P0Ou0e1Xjxyx5y9JvLEPIuk/7tsQZ06cuZnvR35873l/DG9atY/PXCQkb3IARi9J7jUO514wbxqi1K9FyT/PI5LqD29kO+6o5wKPrNd6rzoBm88/3jbPPQFwDyxrF+8/7W7u6Qre7zBMiI9IglKvb/wF71bMjg9+mefvahPezz9umO9SCm1PFhwML1I3Ak9WY4BPQd9FT0iN/26LDDJPdGKb71PQ6+8GLgeO/LdAb0fSUQ9NUY9O0+Wsz3fI4y8nsWnvPZ4DT1Iq867yQTnvabRk70XNjo9LP87PZTPnL16mXa9zKZ1vL1b+r3uCug9aHirPQseRzyNTsk71jG7O8Qwdb1W7Js90dLevAGjTD0BWtA9Emq7PJyomz3GByE9G0qsOxqT87uENpo9S1bGPW333LxKA065kokMPYFQK76pTok8hst0vQ7gLb3WRvU91eajvZrh3jwzFD+9netgu+ko1L1jzYS9BzABvg==
10000027_202700_岩,10000027,凝光,202700,玑玉琼金,岩,法器,4,Zg3pPRhGnL0NqqS89a68vRH9s72PaQo87V/wPJibrz060v68+BQCvUyGnL1wrnC8GjOgPNCWhb3ebcy945//PE1tLT01Kle9x8i1u6O+Tj2CeCk9gJiOvXhGsLul6xs9o/AYPfW3u71a4189C/vMu+al2Lz6phA9q6pyPWxLJjwUItu9HB8XvA6qsT2HU5C8P6tIvXHglzwvnfw99QGEvO2gazshRCI6LpEmPqbFx7wZqhI8ovihvQ+Wuj1ofnk7e+qRPVTBQT1xhX49A+ipPOrN1L2Dq+Y7Y+V7PK+jub1fLjm98ep6vfPfNTxF4EE7FPEcvbsqLzw+7M09rBRuvW62lT2angq91yTBPEWd0D2KSwE92SYHPfsEO72CHgA+xHB1PGywo7y9AOa9/KZ5PbAI8rw7ANs83WLxPbPqAD5S1BW99DJcPTARkj3zyqI62oFdvE57V7zlRI+9UjNZvCBpPTzbG3k91a/lvNWbtzyUB/Y8vgTJvd6oVj1CbZi9rcRIPQaFmbxDJPI5+gMwPpnkqLzlMr49Eg9RvajHKL2Wkqk92d6GPQRQDj2hE7O8KFSCPXRfgL0efZS9uA4GPaQemr2pR5886f59vTYN7L3VKJo9WHA8PH3KGL0kfSi9/mE/vedeHzx7U6+8xMD3vBowAr0gEGa9rXVdPRUg6rys8Hu7vxnVvDjhIz1VdWi89LJMvZN3Pj3dh689PMsXvDnBAjzotgY+1pRiPYunozwgHJK9V8oMPWy39z1aUIA9ru+LvRsDmb1gwvE9guL4PdSjAbvN/7O9bQnivfjNiT2Xzvw9Hv4yPdJ3qDyO3Ig8wkVaPVxBX70nHtq8wVGLPf8f3jxKiAW7zRDAvB/oHr1QixG9upSBvXiT4D0WIY69hYfRvM3EL70AeZQ8C2zIupWOxr1dtEu8/1DPO5HNr70GU129mnm+OzeXEr5HNCM9iKKSPbkwaT1+lhM+C57hPI9cmj1Xdfm9h3loPcwl9jxoE1O9S3BGPQw0Vzxnygo+y5JUPfKMM76zKX49ma++PGD7uz00AT29u58CPSVxvL3DQSs9LpV3PD3fBL7XWIM9ZaWkPPMjmr3LjLQ73ZYjPVv9H70C3be8KL6kvfuERT3CHT292nI/vKjRhLyBnp88X6wUvYW2jj3fYVw9W5syvKJ2bbxJgR+8PZ4CPWIro72edJ49AKQIPogtRLxFsTE6E/4zPPzuL71VTaQ8pyZuPHHnmju5E3W9RcvivCGeZ70bY7S9t9nNuz3I0z3RFIs9AI4OvN3YEL3hv109YbTTO/v60jwJ/Eu7lVr0PBFGCr1SQRA9AYGNvV2MGzz8D4Q9FIfSvQWcCr5nvna93pLpvA==
10000027_202701_岩,10000027,凝光,202701,纱中幽兰,岩,法器,4,5p00PevEor14squ9j8gHvTbmGL0uBPw8kC+4vRMtULxQLIu5X7s8vQMU0b2tvHQ75s0wvI3dg7uB92I7/OKEPS6M5rz0SQ29Asravc8cdTxiwlK8DmOfvamCezwiB4w80/5xPcjKEL5pkRu7NK1nuHVOEjvtYVq9wVqEvXqllTyHj4O9woSxO8wb2TkkRYY9oXWqu90PDzydDpg9IgyUvYtOpT1EwLq9nGDPPQNcYjz4cm69fyasvcaGrT0ZjFG9MKgzPcvBsDwhkUM92nisPc+oFb29jpQ68ljGPfUp8rz1UbG91pB9vYr5DL3d1ym94xhnPUY2SL25LIs9DNQnvRIm6bxqmt68w4jkPFWFyT22u5y8SxQPvd4emjyyHsw8xQ4vvCmdD73UKYq9NnJKvY6hFT0F76u9QmtlPBKSnD2w1ju8r7WMPM7ajTyUa6Y9NF0TPet+Yz1EYny7BX3mveU1nL3x+9Y9HC6JvdkzAT4oWo684OBpvRm72z3Bl+29JtXcvEhoxL3J0dW8RClBPfvYQjzhZkQ9qseIvb/fmb1RBCs9H9SMPaJYaz1dima9s4mCPSzryL3dPjU9FQ4cPFvMCTziP6+8Kr7KPJI8ujzSC488gmBoull1DL7rpKs8kuZlvXCsb72XBTM9KjUUvl4loTvpEZS9MAp6PWD9o70E0009FG24vQdj3TzHm/y9fPvLPPDo0T2wLPs9PdszPHiFNb0u8JA91ld3PLmeajzlT6y9HrCkPKlTLj2CuZA9cZksPZN7n7103gY+dKE1PWL8CL1GT568M8CmvA2ijD2u78s94i3zO0Fy0T3bfJk8FKkkPQGxdL0z2Va6FUDPPRo2sjkwQCu9WPxNPadvpr0k/eS8x1RWvSzvtTtcrzu9Xt5qvO03lrzHGJs9scuQPGo6z71zWZC9Avo5PdtcKr1woCe9BO2CPOYKMb6xQ/W8f35KvD3S1D104Fw8amA2PRlpqz2A1O29Q5d0vO0I8Lt/bly9PoZyPfp7ZL35lYo9hEzSPUNIBL4eh5o9utEGPEt5ojy1llI9JuOyPf66Lr1QRqc9EmvovWIhZr1UBNc96paRvLXxWry59Si9S1NEvfV6fD0H/R8991VwvTI8njx53kI9W1l+vT6O5jzt+6i9VggmvmaHpT1dJlq93TCSPNjnI71inpG8mZRfPW2Uyb1kw/Y9BRqqPSRJZLyQMQ88QFB8PTVD5bs98Tc91ahCvb+Hdj3Lbdi80MTQPE6Axjy25wy9LR8JPRV1ID2c7hU+KGxFPU6DLb1eMw69XW+jPG8FcL1zGwy9UhBzvZRKHjxKiGc859WGvYAYSr0+oZE9FDkhvSSWFL3blKu8rUwtvg==
