variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,embedding
food:108271:normal,food:108271:normal,黄油蟹蟹,食物,黄油蟹蟹,4,,,I7SdvW96xzyAmxE80yCMPCQovzyMkHK6fGGzvHFOhL0OgaC872D2vMIgcT09+5+7xcDYvVYF5b1YfgY8phZDPBHxQD3lXCw8cL+/vOf/IT2TNK27/xbfPUehBz3MJjo9vEC+vMDIpL37SFi8aQSYPaJh1T1UBBs8ftU5vfmyRj0OSnw8Dya8O7A6qz3+d/k69eDBPZ0C/TwuHOk7Roz5OyQeHD3OaXM8CdMePV+Nxb2mjpe8qgUTPVIczb2WwAw9YUKnvSXBijz4fFw9asPyPP4OrLx+NiK9Kmw2OV552LycyTW9GJCjPJh0sryqwcG8Uh8dvSDhIb0k54Y7OP7YvSE4mzyvN1s+0TYTPQQtob1HQDu9XmbEPRLsF713v4A8sponvZ++xz0MDKU9tZ2uPWXOTD2C3J49CZIGvc36dz3+api8bZ/uPRWe9rt58ni98FCwvYcmg72ZiEg8nYryPD+y0jy+t1k8qzd3PYM3KzwbTpI9ondLPSy6Db1q/7q9EH0vvdKnCDtQexW9IL+uPR1wqT0Twng8/c94vHMx3j16W7U9+y1Vu5x5cb126aS9D2M1vE/2iL3uK/K9PojSPSY2Ej3nCjK90q7UvdjGG77nQJw9J8tmvdnKCz19kTU8zqnGPDGbnzxXOx68HbdYPYv8C7qTLW09hc2CPQuBMT1QV/i9a5RPOa1fTDsTTxM+hDJNvZCDirwlRpu8DPxCPalpOr2zYNg8AruZu4g9kDnjjce9AT4Hved+oT0oECe8tn/IvN5SAr5y1IE9Z5Tsvedud7zeYV496NkZvZ+d3D1E84o9V005PQrNgj3oIF697XOJPLm7pD2MD1y7X8azvOhONjsCC1O+lqJvPc7hBz1f3sC8MruDPZynmz0V1cY8bqHfPR1qZT1U33S9TU+aPRCqu7u1BIY8n0a+PQlPXT36Mkk94uhPPVVtjrwhSYE92UhkPV6+Fj3rpLQ9u0qcPAC6DT23ErM89QYAvDc4uLxTuA69xyDhvFFvJL3XSkU9BfhJvoiuaz4d9SK+ZHnTu6TYcr2Q6C49iDkXvq1Ghzsw6ZK9R+1kPb+4ZTpbHVA9S9DFPbJon7ysZna95NM4vdVVzLy655O8m91AvUwE0L2rRW89Lm0RPN6a47vIB2O9agcFPafV0Tz+Tp49I7bWvX1HKr0qbTc9J5tjPTmfirzo92o9BuUkPNYtkjrhL3K8fLV4PbCfsLzIo2M92wshPRKCqj37dgW9IIafPV7s1rw+0RS8X6t7OQR2sj2cSCK9eQoIPIY27jvOQhY9+pwUO73Seb2qokQ9T1dmPRvB+zwF8Zy9llkGPD8JWzusHNw9rmNjvfjAvLulz8g6YMFhvQ==
food:108271:weird,food:108271:weird,奇怪的黄油蟹蟹,食物,黄油蟹蟹,4,,,nk+wvUCKHz1Ugbu8dsCrPOMpEz188Fa8nkSXu1OPX71dwim8xjEEvbwoMj1YlOe7gKzgvWUu572qYE68L1t/vKEfJz1bEdI84esqvf3iJT042fm88fMTPjU1PD2j1QM92NwDvTMhb729Pwy9YcmJPcxD+j29s4A7RstYvRe+6Txl2Zg8B2XKPNH20j0mEEQ8IWGrPTIR5TzT/yk7/+6rO3FXOT2vCec7NieNPDpPyL3WwPy6hRWuPNQV/b0nGyo9RgKLvbBxdDyMgl49aYLnPOc5iLyqtNe8F/RAO0itfr1TbmO9zb3wPJMEOLtSyBA8n3ZxvURaWL1Ac3a8Pe7+vWEnY7wm7E8+necVPRNITb2D/YS9dMylPRLRKrwNvuc75ynevK6K2T0Flaw9pXzIPdDkhD38Z+U8lXUdvWRKiD1yO8e8zxgCPhH4yrvm7QW9RmGpvZeBUr0usYM8sMyfPMyvtTy2fPo7MwovPXedGjyZgmg95G89PQVjpb0gqa69eGPkvApfTT3P0ai8hQbFPassVD3UmjI8/qtovGIODz5rGc49CYUtPHJ6XL0NoaW9Ht+SvALWsL12J/e9AGgCPtJShzxPkn+8HbG3vcWmIr4ITlc9QWccvfLLaT35oBg9H9zrPFOKFzwRDwS8Xo+aPe4RoTv7CFI9Yh0ZPcCaAz3OvOe9XahTPGZmyjy/aB4+9sl5vX4ljjsCPLS74T46PSJ4gbz9Q/C4gMqXPDX2Ezyk7pO9QhglvEmriz0iW1u8p80QvYI8971MpWg97a7KvaA4vbyEhAM9QDexvInn8j2zCRY9scb8O9IErz1b0k69nLGAO8puqD0DrIm8M1K5ulhMrryc6WW+nwQcPXIahjzCeb+8lup2PUjhmz1vWhA9sCTgPVZnLz2x70W9aTfFPaKpHrwkHxU8kmqzPUqnRz0GGZE9LvNKPQECarzgIkI9Cw5wPQTqmD0QKpw9t6p/PHaBTT1Ld6M8GDi7vLvc5rzouF88ltiLvHlRq7zoJYQ9IAsjvmDmXD7XCx6+o5zWOkuDZb37zAQ8gRoWvujBGrozKLu9Rh+JPTU/0jtEcYc9aGLRPfyK0zxi0X69wB8+vRMY6ryKkdq8MNgeveFWxb3hMU098DRfO6cz0Lti8YG9cd8kO/BITj0H4Yc9ScPTvXucC71rdPo8mjNvPd4PIL0rBIE9lWl2O723Sjy5Lnq9cTpyPfE3Yb3glM88e1YAPKo2kT3wK6q8gCePPV51XL2+As28cKBKPJ4Gnj2DayC94WoQvEgBJr19mxE9dSYGu0AsI71s1kE9258LPZoDrzxYcKe9stJJPdrOPTz6trw9rtEJvZH8Szwl+hY9wSYJvQ==
food:108274:delicious,food:108274:delicious,美味的串串三味,食物,串串三味,3,,,GATSOR9nPb1T2O48SDYBvgUNF70f2Gi7Ld3lvQpU/z0y8TG8NWuSvUO0CD3jota9y5mevChViD0Qdh49nG8APS1DRTtKXCW8pUj9PBBwNT2B2HU9EqCgvTZlI7w5dZ29ppSBvXsZfLu6LEM9+y2GuwVNf717QpA8LoW0vcJ6Rr5hW788tSKcPU4Nhj23SS29xsWBPdhUqz3mg4o8hFxwPRSrnL0ISw88Or1yPKxUAT0JrlI+y/K2PMFQWT0WJuI8MkZ8vhjDBT3MyD064oDRvDAybL17aYs94G9tvEf35Ty/ELo8XTODPYFAIz31zAC9S/DwO3Hq0T3FZaO84PncPLik77st6Wc8VCdkOz46gb3FNIU95UmFPD0isz3TZtM97Ji/vNdonL0Sub48PduLveq/jjt0hKk9dzsYPaf//7wXZY44pB2AvPPPKr0pNpY9LBWyPKqPoj18pPM80c4nvQ1XhDua4yq9zYpbPAg9Rj2KqWY8vYa/PSatJjx0DZO8ofQkPS6CDL3bgYM9uNDePCjiVj2YWHg9aFR5PYXYDj1LV548jRazPY+b0j3D74o9dGZiPfJ5FL0x03s9MKEEPbs5O70vEYy8wZu5ugUY7bxXyYG9MNslveMN6jpTys89MdKOvfm0ZD0Oppo9f5cuvqPCDL5B8/67IvGhPaOaqzwOdbq9xpHEvPcqAzwjbYi9W4aivYrnrb1p/l27U8zaPN7H0bwWcLg78q0bPW3zHzxzBNK5OzKpvI/yej2Ltt49SLwmvY/gpb2q1Y+8P0nTvTmoQr0TKdY9kJANPARKjz0FM0g9Zzk3Pe1F8b2SYW89GwCru54niT2mJmO8p1lOvKs7MLxo3C29WJnJvKjg2DyInMe8UVBJva9Nwbwxz7m9kzszvf7ukT348qA9h1tLO4U3BT3zs6M9DxgQPB4BOr2wN6K9QlAmvDwCrj1DzHw985yJvRo4DL1DFpe8lblHvHDUFj079hI9WgQbvQHELT3sGxg+tJiKvS/5nbwf7EG9uR1mO6slGr1stga9pqvrvNawKr0rDL68Twa/PSUplbwLYS89962fPS79KTxy8WY9yYV0vE+k171X3gC9Fy9NvaLdAj7q/ta8ftiEveq5OT0t/a06n82MPcqLNb0g/ls9sp8PPaTZ372njDU9GMSCPUJWszz4Ib696QaYvT994LyAIQk+P5wNPML52T10sCq9dfSKPecaUDw2FSI9DxO0PaTHE71v/FY9mrFAvSUivT0IZwG++QW7vHG9TrwAs585xWuuvY1aPj0jIca78uGqvZTm0L3714E9bz1sO/jFhz1z46s9LUM9Pfev2by2Gry9XXguvVQin70nBM+9G6UlPQ==
food:108274:normal,food:108274:normal,串串三味,食物,串串三味,3,,,J3cIvQyA77pc6hO9218Rvpa+XLznQzm94P6+vZn+gD0YgBg9sDfbvcyuJz5K3qy93MbzPPictj3TfVo99YOYPfT5GL0VBko8FVyxPR5vYLrxsqc9tSkHvSaqj7yZ7Iq95183PU23Lrz1gL89pFNGuwDwJD2US549gx/tu7hD173bADO96vMcPYIYYz3Xm3W9WOVkPeTfmT18qLc8AYTpPfSTG7x7VOO8XXiDPUeclj3fg709+kXQPT3Be7xW9lE7ZI8mvo6uXj3p5HG9M6hHud94fr2fNio87kQ0vZ1fUbwDPMO8lwV5PYe0Az0Ze6u8Ek02PL9m7bwFqk+7F0wNPGhzHj2CHqI8/DraO1yW3L05aDc7hdqTPcsOVDxUBl88i5RAPXtiA72zOZM9289BvR2tJ73Smgo+RESBvHyxjzwwEC49LBX8vPX7ab0OhXk5vwGnvAerfT1pTj89F3fLPUG2UrwJfl692NH+O2rUiT0P2AS7HZfVvGWdJj2yQow9N4UsPdF/fz2RYmQ9KQIlPXTgbbzzGrY9Aa3bvOyxlD34yB49BAgIPZmhDj3bwKo87G+vvQY+9b0Duws9MFWHvJsjdrxnVaS93lQAvcKtXT39l+49lDFRvUvIPz3CKP49Kno0vPwPPT0cwKI9kf+Xve7MOL3I1jo9RKLGPc2/qD0KMjG9Bkzzvblsojz0JLO9sWMAvnhCfr1lZQS+Nzl8PHXdaL3f9V06Cn72up6kxjyDsAq9dexvvSyKIrm0oDg84/BRvYEOTb1/Ajq8XwzVvX/5Jr3NHYY92zkCO9zF7T381qI8hGyXPS+luL1/jBu8qdQlvRlD7TrE6iQ9pYu5PO4tgzxi8Cm+tXXoO2LhMz307qO9iHf5vJ9FYz0e0i29YX5SvCaFTLwyQ2g92RFpPFJ1WD1+Gmg6nRawPOxsirw9DQu9U7FavA9Gfz25H7Y9FTYePLTDpb0IzNk8dn4HPUGerrznYKk7WY2svXl+QD2Db5A9fuUevrJo9zsAhZ69Av2NO17akbzxFkC86VVtvWTYUb3u4qQ8EOGWPdpiqj0kOIk8vFq6PfTbXb3y3rM9AFoZPE5Rj71wysY7nJqLO/2Amz3cxVW9oSqfvXY3tL26eFM85YLLPfHGy72d0sg8h7m+PQe9Hr1NXaA9GZyVPRE3AjwByge9Yu94vYzEcbzRzRs9DFgsvCGGuD3xKxk8uWfwPMKQFz3Cm5o95JyaPUS+ID3uJ+Y9YwefvO5DyT1glKu9I6qxvR8OTTwFhaw7dJU9vXLK8z1BLBc8svy8vT+QA74IzSE969MPvWDRsD1hkQ8+KYKCPWqph71FwbW9K3TZOHgMVb1CfAG+et8sPQ==
food:108274:weird,food:108274:weird,奇怪的串串三味,食物,串串三味,3,,,TjoyvbSTDrsj5bW9FjI/vhk8RDu5M1q9c8vPvc6iMj1j2ho9RMbFvZx4BT5lJQm+dMxePVkdNz2uL2I9YmylPVN+NjuUA0a8oSGjPYz26bsoxH88SQjYPApFLDvHg1G9VcIyPVYShTz+HLc8RqC4vcihuzx2C0Q9t43HOwSY/b1t+cS88L6NPWkPYT1v1IC9crbbPSbeTj3PoVI9uCYIPloQlrx4KAy9+pAZPbtXyT22IqI7FUKjPSdQi73aANw9Q+8YvkgzEj07h/q8R7oCPF2yPL3ZK/I8whsbvVmxmr0cxzu9ZrXKPaYhITyZvA89QSYOvEzBmb3AO7C8w9qtOxI86LwHZo49Bye1uxulxLwgcAo9hq7MPMSm0zxj+A29DltWPXx7Qr0mGWU9jpapu+Q+djzPNok9KZGhPL8vKz0oMO07bX41vXbtOL3aJBE6i1Ynvex8mz05vDk9eLt9PXRpdTxLx2y98C5DvVH0Mz2EyXq9TCXqvD1XgLsj5989Mv5ZPbsh0T0KkWA9efegPcSjj71b73Y9+j1vvdFp/D0CQpo94P0CPcTV2j1vLQI9hXvnvYXaBL6SLsg8KzrvPBosAr2FBEi9dLFZPCayCT2/lMU9lTAZvSZnDz1NyRQ+G++1vML1Tz1Ahuk9B7kCvaW/Rr2ZCCg9ShSuPYw1kj26Nre8R8D3vRPNNj2GJnK9hBQKvt7fIb0jncy9iuWnvKetAb1rx8i9qVMYvEfFgD0RP5E85D1BvbBTyzxuhRC889CYvcEp2b0HO4y8limCvaK9xbqdiUY9KvEhuv2g5D1TMlG81oIIPSBygb1vRYG91mgCvVFfID3i1IU8JBy+PH3ZyjwRxy6+CVIDvaSYMD30Bf+9Oi+QvPwJXT3ZtGq9hq+ZvIaHHj0k0B09HKyLPTNghT0UjFO9FEU4u3oYab0QPLc7SY3zvFUO2zyvmGQ8V3WmPGslUL27gRE98ezOPDZWjrzvmYg7Unk+veboFT0Pqdo9/bq0vKVolDsm5V+9chMMPbB12ru0xNQ7wobxvPZQsr1ZNCq9WacGPSKbmz3+0Hk9xOtnPZnxj72X3tc9Uc8ePYfmprlg7Xm8J74fva3/hj2hxxq9xkS3vUDplrwgfW28xtmEPf20pL0SBPU8AikRvPj3z7xngpQ94JGUPU3oAzw9ppe9GL8ivWU6irtVoKw86UQDPR0c1j2O2C29I7GEu2xB6rszloI9ZN0wPRBOFz1xLA4+Y1vvu6hhfz3JA5O9RsMFvqMyFzxiYd08LA+hvQF0mz3Tq3a7uH/7vYsUwr2KlXg8ONHLvbSH1TziXyY+orwjPezmgr0Fkr29nwEQPT2HU70+uLy8qwZyPQ==
food:108277:delicious,food:108277:delicious,美味的味噌汤,食物,味噌汤,1,,,1RApPT6hmT1alNM98UZbvfItf73Bo1E8m7Rxvf5siDy9njU9lw5JPUofl73yEc09KCGhPAABBLx7EVy8+sT/vP0jtrvSo4I8rS7APMxykj116Dw9mZ3uO83ApruBnUO9jfO7vQ6DRLwEdLe8iYYJvTNx/72yD4u8ZuJuvUxaML5+L0Q79RQJu9pQJL3Q2ZO8XWoeuykglrzRzA07XtCVPUcRnr1O7Ym7Uo4UPT4LqD3QK0c+GUyIPIBeCz3I0cC9pcjMvZd1MD2omoQ9jUTjPAPZbrtIHos9ccu0OzXY5rx7Nba7FakdPELxLDznqVK9zhpOvVbsSz4IDya9kjyAvZQvJbyS0EO99Ty/PdVGmr0lbJM9aSe4PRXTdD3iUH08L49hvjavGD0V21m91T23vJdRzjtIzaE9/bZHPT7esjyMkUa9tAmcPEV5FDxaMKw98RTXPNM3ozxT5WS9koZWu2R4pT2x+lQ8gdcXPKGRaDw+Ak48vrS7Pfn+2L14srS9p32GPG+6gDwrl3Q9Q13OvA7GaT1ahlg9TASuPCjNDj21LgK8VigbPY2jhzs2mCM9k40YPopWNbunk2S96QADPer2jzvClRq9HvQQPeT6SD153Mi96bkXvIMgUjxY38G9E8y/vbgMOzx5J7s9X5U6vfwiLb30TbC9IBguPdiMs70S9rU7xqqavOMV/7sfaQ+9p61euxF4JbywvP09m1uPPXW2eL2BlN498AiHPF5e37zYSwQ+26hcPeCvgD0+b+Q8SIpqPNRQR73jlYS9LiySvXJdUz3kBQ8+looNPPpXd72CiYe8g4hWvGc7Jr3V+FQ9zjSSPCl+TbrB1xk98B6YvEjdjz3CNpe9fgsdvCg2oDzYioY9ioGTvBmhtb3VBAU7pjKcvX0Vvj26Kwc9TFcJvq/lcrr3Los9BVtHve0u2rzKeMa9zfCOvJFY0LyLQJe7ympmvQtvpjsj0Wm8h3RLvRbDPb1zpqg7bv+SvVjfAL0kVXI9Oxh+vZtj6Ts0Y8M9vQISvfWjTr1TL9w8khWkPSlTIr3nfx+9jjbrPfL5DL4qo149fBcDPcVVvDvbAY88FWyfPDeNH72xLcC93hgpvV4o9T1krYY9kI7WvQfmzT3oEFE9hdvcO+Crgz2eAYE9eKksO7OYmTzGSIc9F66qO24Uhz3TuV07K7yoPFnxA72gqyk+l4qvPE3xXj38i8e9pFSuPKfVPz3t66I9WlRQPUZ/CT2TSBK+l6mKvZ95hLz3+Ao9oo+JPbYDojzeXTW9455avZT8rL1b29o8LJjLvdoMajzZRZI9hLgJvqFuQ72g0iC9rNSTuOxZkz2IWLK972cKPLoc1rwFFEk9Hs4tvQ==
food:108277:normal,food:108277:normal,味噌汤,食物,味噌汤,1,,,X8AnPREjID7g9yM96YihvZJ2Lb2XAzW9sp0tvTapAr2Eedk9WLmWPF0+/jwBTAA+iIZpPXWQYj3Zt+y8hq+NO7Aakb3CJ4c96zJaPe5+0rsNwZM9TuWXPdCQNbw4VRi9zFbjOyp3YjwJWOY8rniwvEvV0Du73oI90f1jPGm+bL2aZ729VYtFvVUEBb1Wvgu9ibBqPFAlVL0wTg+8AOwHPiNVbbv72Uu98+efPRGd2z2EurI9ezeAPZ+yf7xrV7a90TA2vZk1iD1aeRE9L+UgPWp2Cr0iww09UMENvWsEvL3uz4K9GeTtvKLfszxVimG9BdZjvfsKpz1/O0y9ExLyvSkuhzvDx+y8RKbTPaxx4r0Y6Qg9ds/9PSBphbwbJYq9gBwdvi8Zxj0xdyW77n+PPENHlL0r8PI9WTMXvVA7rT3gPo28zP6jPBvp2jy6lO47xFPbvIMrDTzSbPK8nEYFPg9qvz3tHz27b2G/vL86ozziyqY7UIUnvaB1fL0rOXI8WVz+PByLAz4RGDk9tp2zO/S5EL2Aq/E9j5OMvFmVoD2BdBM9/TCnPNKgTr0zhWW8fnQ8PEa7ur1yQA6+VLX6vNenIj3s5tq97nqOvMD3wT2qYNQ9e4bbuC6ivj0ip5C8Rs8UvV5Q5LvEHf09W7yOPYXv+jxZ6b+7pgjRPfUJIr3RBkg9oEcCvtC0RbxanQ+8XqyxvcSNfjyGs2c8v847PWrTur3ldrs9EcMuvNyuF72r0KE9h1qnPGCvzTrIUDS9PBVDPa0dTb04MKe9QY5gvTucDz2jHwU+3GIPvW24FzwSNgy9WqUfO3Y3ubzpbiG9u7MbvctoqL3BEUM9fN5VPLTaij21YGy+OfGwO5W4pTyqktE8CeWUPO+soDs8aRQ9KfUrvdkhoDxSnqs7Hae2vZ0gWzwdrpc6yYfsvBR9qjyKxUK9cFZhvEMDQ70mfX48zcNpurzjjL1I2Nu6NdGDPAY1072kW9i74L8Gvsx4DL3PlrK8rlobvl+dQz09IYQ9sF8TvV1Vs7uv6yE9QLmQPXPqpLtjzE89+ZnzPYGW57zq0kc88ytTPatrdL2eJy09kuBGPYgcczss75m9lm8nNoJzET1VHFE9vbfavci9Rb3dZ2c9Jyt0PNfs9rqL5CY8XJN3PTHysz1pGGo9/4LPPP+dpz1ZYpA96rS6PXUbMjoHpn09VDnIOmXYOz2XnZ29iPMhvY/8Oj3Y4qg9o7mbO6hd9D2uCUy9BLipvAbiozweXXk9Z6VBPNhVmj2xFbi8th4LveLUGr06Wgo9ypEQvnA5vbuq9Ik97ekwvkAay7yjgw28q/D5Os2h4Tz1SKq9VQTBPbHYOToQQZu7XPPyvA==
food:108277:weird,food:108277:weird,奇怪的味噌汤,食物,味噌汤,1,,,YhlaPQYfQj5OLB49gQR7vdwXx7zuZ3u9Q08uvVJg9rxNcfE9PCnButCEID1oPcY90/KyPSIdEz1tria98UycvNsZh71KMWI95VqUPUrALDvtPJw8t2/qPThISzqwZyS9xRuWPKLyrzyhC0G8BnOlvc1Iqzlz9JA9o4rVuz4JlL2gupG9k5NDvTvqJ7xzUKG8hGk/vBRTDb3iT8U5tccSPjLnhru0Ugi9uA6oPbtwCz6eVGQ9SNNVPexLFLxPPwq9Cum3vPP/gz2rvGk9i5Z0PV/X77yE+HY93oc7vRH7AL7WbsG9cOqCu7A98DwFL1u8kqSOvZsRhj3IyzC9xzARvlN15rxFbbq8hxGCPSZtoL2mr3U8TV28Pf43KLxZ88m9pnT+vZLxzD2MKpe8R3vFPDKCbL2aJcc9aGC1u3r6tz034Za897umPJp8IbgAjzU8SicSvcRirDy1Rpq8jZX5PYRKxj1Zfhm9AK4hvZ9G6TxkAB69ooR3vc62Vb37igE9aXnQPLyKLz5bpD89SnrvPIOuoL2xq+I9tF9WvcQy1D2YInc8NenzOzXrSrv6g1S8+wcAPB9l3b0xvQW+4PglvFxlDD0nnbi9Pdc3vPTqaz28xbw9O9hDPBRIrz23awu8ZyImvSGwgLsDju49NRypPcTGSz1AnJC7K3aXPT+a7byz/GU9OazpvSW5P7ykQwA7ykCyvcG/7DwY4wc9Z2KZPO/9lL2jFDI9DqdVO3kof73YQ+M99xctPSmwm7qj4Yq9Osb3PGCJgL1dxbG9/t0Zva6tOD2aW/I9M6Oku8hwmjzcF5m9ldECvVmKajx4H0G9rSZxvZ23nL1JqwQ9cKu+PLdKJT0XC3++ZJDvvKh6DDwTPWY6/kbUPOaDuzy/7f88FoPqvP6bNz1GP806nqpXvVAcMD37NmO9M3UyvevPjzqxMfO88i6/vOX/j707tIW89SbOOhzOJL3S8aO8Eb63vNk8870LM565Zx6/vfpxE7xH1qc6ZC7GvTt94jxTPo09bCf1vF8NwzhFGjo9UqiMPWu8P7zNHyA9QymtPZxT37x00pU8gYQtPQgbf73WCgU9P5xhPTDbsz16zM29PS6NvCcZ+TyD4cU8ClTIvRgkqLwgr0Q9YmblPNdxxztCWZM8ivbEPLSwqj0fWvg8k4CJuvXzez1rsZQ9s6OUPXfl4Di+VkI9U+4jPJz9IT12Bdq9H8CKvecAeruMa9A9G3c1vGDExT235jm86pgSvTHGfTwJJ4k9I3etOyQGZT2Sq2G8QGyXvawVTr2bYsw8Nf8fvif6Dz3wvWQ9jB9FvhowRb3IxDS9BiSSPJNi8Dzo6YC935y1PWMIhLp4ajo9eSRLPA==
food:108280:delicious,food:108280:delicious,美味的渡来禽肉,食物,渡来禽肉,3,,,ZLSevARLTr0xph289pIEvu8bd72VLja9rZyWvUThRz1KZlk8EiUvPfmjlzvt1QI9nH5RvcFqijwjkGC9CCDru9us3DynMyC8bv2hvJ33zz3DegM9AHGqvMJE+rwgBfi8HYGwvdDlNb2pph08JdwEvGuBeb374HA94bG7vaHXK74gg049WkOaPdtNq7pob945AIkDPrcLjLvMchM8/dpKvVuthb32HKa8QOgGvQnmPb0DujU+/VM3uh4NQL2n8LC7nR09vkRlnz2BcXA9Qm81veeiST1Wf488QG/XPIT9qD34pU29rVbEPXaRS73YCKa8EJ0hPWzn6D2Abhm9KGSYvXY7+zzbV6A9NNOQPEPVf73zpX09W+//O3sxFD1qNmI9lq8lvatFCTwLYYE8rk0Bu8mzHz3z6/896ddePSGCsLxqXRK9NdktPDFI2rx8QQI+Lh1GvFpnsLz71ui7horWvDnBJT1kUny8tDCJO8VJhL3N6Z46p3EEPlk1kb0N8TW9CDqLPXSEAL6ePiA9oMOLvYAH3D3x53O9hpGKPbOysTwETye8fVIYPefiMj3zb8c8ZxOoPbL/jj2HcCs9NxLHPQQNJD2LjhO9pdDfvcfCE73wyYi74PuyvCFXjj27/WS9SMaQvdnFxjyB9hg9O6oJvjLfwL2njmu8GB3bPBNuKL0wPH+9SS+xu77zkjwC0Do85QBZPMxwm72t8d89/7jvPJJCg71twtQ9fjn/ulqTUrwBYmU92pxBvXpUXD2iZfc9c9DGPS+qC761DHI8drzXvT+dPb3BYZ89aQgPPZD8Cb2mDVo9jesLvVzfIjw980m94CqrPOk06j1Ef9q7huv7O9EnmTyj+WO9lY6fPECn2DwyFLQ8C/egvSEQg70Ax5u7jATqvICjrz32Eb49QwScvVQ1XL2zTw4+LC6UvHaLADrmSMK9y594PICdLT2R8lq9/fgcvcH8Jr0nUnC83kwdvUP/Hb2rlcM9OD0kvdmBBD0uOPo9+9yKvTpImTwJKUA9JjilvWMaRz2iBMi9YGwePG48b73j1PO9F10gPbrV073+ylY6uty7PM+QJD3niOE98FLeOWWf0b1vH5K8FguqvX5GAD6eGU09WLe3vFWkjz0xsCc8cU11vXcjmj1OUVI7X1ogvRTbs7z3t4Y9zWnDPGP3iz1vFwG9PGWpPVuXkryO3DM+KbTNvAtBGT3octW9gf6iPfYkdzkd5CI77FiJPSoVQzwbMeW9F+6ZO5w/m71TElG9vWGtPcOrtjuRzy88V1zcvK+61jwbqCi7d72PvR/9Er6t8V89ABv1PLHVj7qECPM7i7yEPb8qNT3h+l48KDAvvYvLRL3SHp86nFISOw==
food:108280:normal,food:108280:normal,渡来禽肉,食物,渡来禽肉,3,,,OSYOvEIixLzxQZ29Q0UsvmfVTr0PTKS9Gd6UvUILaTuPDLA9CXcnPVgC8z3Tx4M8R/cIu6DicD3jSlK9CZAvPb3ELb2wKyk8vxw/PMqnBz08k6M9M7I4PBRqEL3+2428lWH6PIGMEb07L4w9PEdDPITZoj3wALE9lkk/vDSCXL1hcFK9YFwZPakUFDwqojW9/3MbPq+oDr0pK307vgLGPOTW3jtcZIa9qmBzPG05iLwQD3U9hzaoPTYD/71QxoK8Qxz6vU2nrD2KRr8895t1vMRbOz0hH3e85K5avAodWj2GJce9/UqtPczLEb0YzIS9oUwyPbWZibwUqei7KjSlva9Wgj3Figg+W99RPGXBAL7MEIs8b31APR/GgrvPbai8dn41PRdHgj0xqIk9m+wtPanzb71Hpj0+b2WfvC0JwjzHjtM6TpgTuyT3M70miWw9uLZyvd7ZJL2WGug8KOi8Pf/wAT2QNxm9SZFyvID+Lr0J1I+8OHGyu5rLFb3eE3s9MeZfPXGP3buOohE9BAbqvKO2DT0vEKG7N8SNPFwpqj3ARzk8cLZauudDEzuhvBC9Q5aWvVy2SDy2aTm95zxUPSxyiT3bTQa+hcFBvrKqKj3ccEo+RA7kvLPJ9j0Z42K8ALm8vHeyTj1WN0g9wq3FvPxIT7vumx89VJyxPY2ZHj1mjyi9LAa7vVy+gTzXA7U7D7qBvZLeaL1gIf+8CXKLPCp93722QdA98ZcDvRmL5rtOr1q7wrK1vdf6IL1PVNU83gQIPoGj0r3yq9W6BwDDvZ6KVb1wLoY9zh7Eu9f3gz33BTw9qF+dPGLm9TzDDhK+QOAyvXfSBD38oq88TzeHPR0PZz1s9y6+lVz/PMfhrTwY8Au9JC5OvQSYDz079gM9OYC1vLsIkzwphrA9DG1OvZp+Eb2/MrY9fNcoPfT4UT0e7fy8X1wOPc0FOT2vVli8JB2TPL9CFb7B3KY8xHkLPMXtg72yS1c9O+Crvauy9jyEYUg91UQbvhyQ5jwc1/m7LVPvvVvIoj0ICM29NtYKvdbyHr39noi9UH1BPSZbATyBME+9WIMKPckME73j9Ng9WhA5OwSFY72Ax7k8jyxxvcLVLD281hA9CzeBvMEdqr2O2SE92pUZvZiemTxq2bi8okWYPRIFWz3Nnso9dXEYPUOFjj0nRjs8b0DhPSjOprujnpI9BldXvbD2BTznLxq913UIPWOWDT3tWuc84p5zPbLL6j1BxLy8o3iJPTYZW72eUsm8wmmkPHXAaj3Uoxo96KWvO8Ts2D0lk0o88CPdveaxGL4Yrbo8w0/eu3H6bz3NMZU9xAS+PVLX77zlfCa7HcYAPOfAzry5Hza9bGI1Ow==
